library_book_id,library_id,book_id,qty
2780,3,41053,21
2781,7,38333,1
2782,4,43324,31
2783,1,37693,16
2784,5,9288,16
2785,4,30978,32
2786,9,33953,5
2787,6,12686,36
2788,10,22677,36
2789,7,6919,29
2790,3,42738,19
2791,9,10969,3
2792,4,11551,18
2793,5,37722,25
2794,4,24065,9
2795,10,37675,43
2796,2,26046,20
2797,8,12095,0
2798,3,5736,45
2799,7,22743,15
2800,2,8428,31
2801,3,19688,3
2802,6,25050,40
2803,6,6694,15
2804,5,43219,35
2805,6,44919,22
2806,6,538,43
2807,2,2152,40
2808,5,11751,8
2809,4,10662,10
2810,1,43700,25
2811,5,28187,35
2812,9,35519,10
2813,5,17208,29
2814,8,45041,20
2815,10,25103,11
2816,9,38597,6
2817,7,42924,27
2818,2,42198,5
2819,10,20117,42
2820,4,141,6
2821,3,17061,19
2822,3,34921,43
2823,4,34544,17
2824,2,39801,0
2825,4,7182,19
2826,6,13257,5
2827,1,13276,22
2828,7,23799,4
2829,6,37546,6
2830,6,1429,31
2831,6,3788,0
2832,9,25788,40
2833,1,8151,33
2834,3,12090,36
2835,6,45288,7
2836,6,32828,31
2837,10,16299,42
2838,6,5974,17
2839,4,11437,28
2840,4,5696,14
2841,4,7579,19
2842,10,13993,42
2843,5,32682,23
2844,4,24268,44
2845,7,7895,3
2846,8,32558,27
2847,10,13144,41
2848,2,16292,22
2849,5,39141,38
2850,3,30567,16
2851,6,44328,3
2852,9,12769,11
2853,8,6302,40
2854,6,15562,20
2855,4,28369,23
2856,10,28358,29
2857,7,26592,0
2858,10,40209,20
2859,10,35329,28
2860,5,19619,0
2861,8,6815,30
2862,4,38826,30
2863,2,40493,22
2864,2,12297,12
2865,3,29325,43
2866,10,6527,27
2867,3,9620,25
2868,2,12473,5
2869,1,40763,13
2870,5,23734,6
2871,6,22160,39
2872,7,16442,37
2873,4,43545,5
2874,4,41486,37
2875,5,9262,36
2876,2,5452,5
2877,4,18019,17
2878,2,41815,36
2879,9,12193,9
2880,8,4338,14
2881,3,39286,1
2882,6,12623,44
2883,5,19361,20
2884,3,24297,8
2885,7,37033,25
2886,7,9363,9
2887,8,43702,7
2888,9,18039,0
2889,2,43949,2
2890,10,33052,2
2891,4,28735,41
2892,5,34187,40
2893,4,42040,14
2894,4,20862,26
2895,8,17945,34
2896,5,28194,41
2897,10,43996,22
2898,8,42212,35
2899,3,27779,27
2900,5,24682,36
2901,4,9544,44
2902,7,45348,43
2903,1,43940,41
2904,9,14096,0
2905,1,40335,24
2906,3,19163,38
2907,10,19674,36
2908,7,33874,17
2909,6,20025,7
2910,7,4227,10
2911,6,40609,27
2912,8,17020,41
2913,4,34426,24
2914,5,28988,7
2915,1,16546,5
2916,10,41055,4
2917,1,36666,41
2918,4,20962,1
2919,3,9365,15
2920,5,9796,1
2921,5,5458,14
2922,8,40090,33
2923,8,30314,4
2924,9,17054,33
2925,9,3422,17
2926,3,40700,36
2927,10,21278,27
2928,2,44176,41
2929,2,24964,35
2930,4,18337,34
2931,9,16921,43
2932,5,23237,9
2933,3,23608,42
2934,7,26051,1
2935,7,37587,43
2936,6,17045,18
2937,10,12577,22
2938,3,11204,14
2939,7,18217,41
2940,2,4817,10
2941,5,33024,9
2942,6,1097,7
2943,9,205,12
2944,3,33546,36
2945,9,5169,13
2946,2,6614,21
2947,7,15098,45
2948,5,36533,10
2949,6,11352,25
2950,1,6294,41
2951,5,13211,10
2952,3,33692,0
2953,6,12859,21
2954,10,2967,29
2955,10,26503,21
2956,9,18718,41
2957,2,5062,36
2958,7,18373,23
2959,4,12275,12
2960,6,34658,29
2961,2,5205,13
2962,1,4704,21
2963,6,8951,19
2964,6,18072,4
2965,6,28025,33
2966,8,16602,15
2967,10,26451,25
2968,7,30199,4
2969,9,34312,6
2970,7,22070,20
2971,8,15209,42
2972,9,26522,29
2973,6,1463,37
2974,9,11933,25
2975,10,2028,26
2976,8,123,2
2977,1,6984,22
2978,8,21341,9
2979,4,23847,1
2980,3,7023,26
2981,1,26839,35
2982,1,24949,44
2983,5,7552,33
2984,9,13995,25
2985,3,33824,30
2986,5,40790,45
2987,8,2326,16
2988,3,33279,30
2989,6,2673,44
2990,4,77,24
2991,5,11862,15
2992,9,6557,38
2993,5,39020,23
2994,1,35926,18
2995,1,18803,22
2996,6,7093,36
2997,10,23753,26
2998,6,16374,38
2999,5,7144,30
3000,9,10990,8
3001,10,5976,34
3002,6,4947,19
3003,4,37530,26
3004,3,29367,2
3005,7,10552,44
3006,10,20935,9
3007,2,12495,43
3008,4,28457,34
3009,9,1405,0
3010,8,7973,45
3011,8,37438,21
3012,9,24930,16
3013,10,17726,23
3014,10,22399,29
3015,8,17238,37
3016,2,6115,36
3017,8,29529,32
3018,6,9454,23
3019,10,3765,3
3020,6,27692,41
3021,7,9171,26
3022,10,44787,35
3023,4,40891,5
3024,10,18290,6
3025,10,20498,0
3026,7,17944,10
3027,3,17022,20
3028,2,40184,36
3029,9,26839,36
3030,4,24784,5
3031,6,14673,10
3032,2,11208,24
3033,6,1579,45
3034,9,32338,26
3035,9,1957,1
3036,8,1491,40
3037,5,24406,39
3038,10,1937,43
3039,9,3743,3
3040,2,15216,22
3041,9,12442,17
3042,6,25752,45
3043,8,5332,4
3044,2,13206,27
3045,1,7453,45
3046,9,24065,6
3047,4,7791,16
3048,8,1476,2
3049,10,12969,33
3050,3,22226,34
3051,2,9282,7
3052,6,37299,28
3053,3,23221,21
3054,10,15194,22
3055,3,11854,29
3056,5,7861,5
3057,6,20051,43
3058,4,24788,32
3059,4,36550,17
3060,5,2371,7
3061,8,7716,11
3062,5,5526,33
3063,5,14173,1
3064,4,43682,24
3065,6,2265,18
3066,9,38804,27
3067,6,22945,15
3068,7,13895,17
3069,2,27991,32
3070,7,39582,25
3071,9,827,15
3072,7,4035,40
3073,9,31242,23
3074,2,18062,27
3075,5,4700,15
3076,1,5851,16
3077,5,40024,10
3078,1,37345,40
3079,8,13258,41
3080,7,38212,0
3081,4,28597,8
3082,9,15975,5
3083,10,32185,38
3084,4,11244,19
3085,6,25780,4
3086,5,6869,5
3087,1,4424,15
3088,4,16654,20
3089,10,21974,5
3090,8,4278,0
3091,10,36260,9
3092,1,8744,41
3093,4,37630,38
3094,10,42054,45
3095,9,37828,2
3096,6,93,0
3097,3,15855,17
3098,3,1326,44
3099,6,31878,14
3100,6,28666,14
3101,2,19062,19
3102,5,27243,44
3103,5,19661,9
3104,5,10984,8
3105,2,15047,25
3106,4,29506,36
3107,6,6537,32
3108,3,35134,31
3109,2,45017,9
3110,1,8023,41
3111,4,34678,13
3112,9,41688,0
3113,7,42048,41
3114,10,1959,38
3115,3,6644,8
3116,2,8953,33
3117,9,36667,22
3118,9,17246,9
3119,8,19707,11
3120,4,15595,29
3121,8,11606,1
3122,3,12077,36
3123,10,576,9
3124,9,4987,24
3125,10,3254,17
3126,1,34081,13
3127,10,24378,11
3128,8,19508,35
3129,8,14284,20
3130,6,33247,7
3131,1,14899,10
3132,7,9742,21
3133,6,32880,21
3134,6,29222,9
3135,6,18294,13
3136,4,24660,10
3137,4,3053,2
3138,6,16562,1
3139,3,35052,3
3140,8,36004,30
3141,10,28105,11
3142,1,11463,30
3143,2,35924,19
3144,2,61,3
3145,10,1428,6
3146,1,27023,23
3147,4,6969,3
3148,2,14948,10
3149,5,39933,41
3150,6,5321,0
3151,10,9704,27
3152,2,25934,30
3153,2,25589,15
3154,5,33436,12
3155,6,763,17
3156,7,1642,41
3157,10,11862,45
3158,5,19456,43
3159,2,19178,17
3160,1,40102,4
3161,1,41463,25
3162,9,37426,42
3163,10,23158,31
3164,10,21191,27
3165,2,22133,10
3166,9,19689,31
3167,4,35722,3
3168,7,13050,38
3169,3,21735,39
3170,10,23757,37
3171,2,16322,4
3172,9,39700,31
3173,4,27243,16
3174,7,2896,4
3175,4,30398,43
3176,10,26860,19
3177,5,5412,34
3178,2,6680,44
3179,2,26051,20
3180,3,2319,24
3181,3,15923,38
3182,8,3710,2
3183,8,22284,22
3184,10,3014,9
3185,4,13375,12
3186,8,37340,0
3187,2,13985,42
3188,7,17116,3
3189,5,6956,8
3190,10,24955,34
3191,4,26165,9
3192,1,38775,21
3193,3,6438,8
3194,5,9567,37
3195,5,22345,24
3196,9,13076,18
3197,10,12855,12
3198,5,26146,26
3199,10,5665,36
3200,5,25190,13
3201,6,27298,42
3202,9,1532,39
3203,6,14817,14
3204,5,6542,12
3205,5,14851,23
3206,2,24783,45
3207,7,43457,18
3208,5,30992,18
3209,1,35270,32
3210,8,3566,13
3211,7,30240,5
3212,2,4077,11
3213,6,39640,16
3214,4,17867,5
3215,3,30351,29
3216,3,8510,37
3217,2,12043,41
3218,8,4675,9
3219,10,16654,21
3220,5,38905,37
3221,9,1684,7
3222,5,11970,21
3223,4,5809,9
3224,3,40329,32
3225,1,22549,17
3226,5,454,7
3227,3,1526,7
3228,9,16464,11
3229,2,29718,19
3230,5,42424,24
3231,2,30633,36
3232,5,12691,18
3233,9,40003,5
3234,8,538,32
3235,3,4813,1
3236,5,30050,29
3237,7,1729,40
3238,10,14942,43
3239,2,40452,11
3240,7,11664,5
3241,7,24865,6
3242,9,13064,7
3243,1,26474,3
3244,8,10910,10
3245,8,13275,41
3246,10,30279,43
3247,4,40913,28
3248,5,15232,38
3249,8,31881,28
3250,10,7119,10
3251,10,39001,30
3252,9,1752,41
3253,10,40451,43
3254,1,9501,45
3255,1,16593,17
3256,9,43780,42
3257,10,6795,2
3258,1,30072,44
3259,10,19786,36
3260,10,37282,21
3261,8,7071,8
3262,6,29806,19
3263,2,7791,33
3264,9,25216,6
3265,9,20323,40
3266,7,6528,18
3267,2,14495,31
3268,2,16793,37
3269,7,12240,43
3270,1,33013,42
3271,9,26079,10
3272,8,10832,12
3273,7,2923,22
3274,6,28351,41
3275,1,5213,37
3276,5,20174,3
3277,10,33615,17
3278,2,42895,38
3279,4,15018,45
3280,5,38465,44
3281,9,10205,34
3282,7,28393,30
3283,8,426,29
3284,3,22027,14
3285,7,37815,20
3286,2,15066,17
3287,7,10805,7
3288,4,30240,14
3289,4,382,21
3290,1,33075,2
3291,2,41426,1
3292,2,12123,21
3293,1,12812,36
3294,5,14473,45
3295,5,22831,17
3296,7,33513,10
3297,9,42525,0
3298,1,19347,16
3299,6,2988,7
3300,10,1495,28
3301,6,13488,39
3302,1,18260,22
3303,2,29726,45
3304,8,43700,29
3305,7,37087,23
3306,7,28409,2
3307,9,20807,32
3308,4,22095,34
3309,8,15378,25
3310,2,8628,40
3311,6,13837,13
3312,5,1891,29
3313,8,30352,40
3314,2,5712,7
3315,6,45041,36
3316,10,41639,41
3317,10,10863,32
3318,9,23066,43
3319,2,43440,11
3320,2,31851,3
3321,9,32530,18
3322,9,6660,34
3323,8,9646,29
3324,8,38531,17
3325,3,1171,33
3326,4,27247,40
3327,2,29519,4
3328,7,12296,5
3329,7,17309,8
3330,3,19396,41
3331,6,25440,14
3332,6,6536,26
3333,5,3782,3
3334,4,38650,18
3335,5,19560,7
3336,5,41505,45
3337,8,3291,10
3338,10,34284,33
3339,3,45116,19
3340,5,24,28
3341,2,25226,35
3342,2,2025,17
3343,5,13485,29
3344,9,22816,33
3345,4,38466,0
3346,2,12535,22
3347,8,20867,29
3348,10,43554,14
3349,9,17150,2
3350,3,9638,5
3351,2,35997,32
3352,7,32437,6
3353,2,1752,12
3354,2,3042,41
3355,7,14091,44
3356,9,14914,13
3357,10,17982,27
3358,1,5598,1
3359,10,14320,38
3360,5,35986,19
3361,10,43287,33
3362,10,32773,26
3363,8,6745,9
3364,6,11796,20
3365,6,1504,34
3366,7,13106,34
3367,5,25191,6
3368,3,39124,4
3369,3,20026,42
3370,4,1643,19
3371,4,37536,39
3372,1,11556,3
3373,9,41911,23
3374,10,23220,25
3375,6,42701,45
3376,2,12095,8
3377,9,39307,10
3378,7,8249,24
3379,3,16900,12
3380,7,28564,16
3381,9,36853,29
3382,10,15384,25
3383,7,9920,9
3384,8,11346,42
3385,3,32527,33
3386,8,12722,0
3387,9,14888,6
3388,2,18790,16
3389,10,18596,8
3390,2,31998,12
3391,1,17468,0
3392,2,7197,6
3393,8,15655,32
3394,1,11656,3
3395,3,32522,41
3396,7,24406,15
3397,7,30679,10
3398,4,2506,43
3399,1,44446,22
3400,3,25992,12
3401,10,17189,1
3402,7,34941,9
3403,10,3316,13
3404,7,13895,15
3405,7,22363,25
3406,2,22550,39
3407,5,32964,3
3408,4,24951,24
3409,10,11518,29
3410,9,38700,43
3411,3,413,25
3412,5,18212,43
3413,10,24378,15
3414,1,42489,21
3415,7,19684,1
3416,8,31878,43
3417,8,33832,19
3418,3,45206,44
3419,1,11333,14
3420,5,30536,18
3421,10,22287,36
3422,10,18816,38
3423,1,6192,26
3424,6,43656,1
3425,1,4683,9
3426,6,18455,40
3427,2,11077,43
3428,7,20876,38
3429,2,36681,45
3430,4,834,34
3431,2,24569,45
3432,9,5375,22
3433,2,37481,20
3434,5,7041,25
3435,7,29043,0
3436,6,29120,35
3437,5,24923,1
3438,9,23913,37
3439,2,32107,24
3440,1,28408,10
3441,2,25992,12
3442,1,34902,37
3443,2,21745,31
3444,4,30621,27
3445,7,19961,40
3446,3,15925,22
3447,2,31253,19
3448,10,247,45
3449,7,37329,5
3450,6,19532,24
3451,1,2613,7
3452,9,14376,29
3453,7,9592,27
3454,4,34835,43
3455,5,31098,33
3456,3,24958,31
3457,3,16951,19
3458,10,16187,18
3459,10,7600,39
3460,6,29746,0
3461,2,7849,11
3462,7,17293,33
3463,7,18,39
3464,8,34407,9
3465,9,10529,15
3466,6,24298,26
3467,8,9141,42
3468,2,19587,30
3469,9,5442,5
3470,1,37552,26
3471,1,41781,34
3472,2,13741,44
3473,7,14183,1
3474,10,38070,6
3475,3,27398,0
3476,6,20781,21
3477,10,39707,7
3478,4,22306,7
3479,2,21717,1
3480,2,1342,11
3481,2,13746,19
3482,3,8255,0
3483,9,41033,32
3484,7,36865,40
3485,10,8583,41
3486,5,38238,27
3487,4,8582,15
3488,6,20498,7
3489,1,14542,21
3490,9,11552,30
3491,3,10517,12
3492,3,231,21
3493,5,22656,18
3494,3,41033,22
3495,3,41784,7
3496,9,18338,3
3497,7,44185,6
3498,7,2942,39
3499,8,44309,22
3500,9,40912,21
3501,9,23894,26
3502,8,5202,45
3503,1,32351,44
3504,3,43527,0
3505,7,34199,26
3506,4,22207,9
3507,8,43352,11
3508,3,34771,19
3509,1,19347,29
3510,1,19687,35
3511,3,2932,33
3512,3,5219,33
3513,10,35450,10
3514,8,23061,18
3515,5,13739,22
3516,7,30889,6
3517,4,33353,13
3518,9,30247,38
3519,4,30065,35
3520,3,30575,39
3521,9,10536,39
3522,10,12631,27
3523,5,6530,10
3524,3,4681,1
3525,1,1702,42
3526,2,20422,33
3527,10,21199,25
3528,7,493,30
3529,9,14657,40
3530,7,29091,44
3531,3,25752,45
3532,5,9464,42
3533,4,28534,20
3534,1,5528,8
3535,10,43282,24
3536,5,27607,17
3537,5,11277,24
3538,9,22289,11
3539,3,40209,20
3540,10,36822,26
3541,8,8540,25
3542,7,5104,25
3543,8,37612,4
3544,1,1402,34
3545,6,11516,23
3546,4,33773,42
3547,9,9327,24
3548,6,27297,34
3549,7,7090,14
3550,2,15603,3
3551,9,10370,44
3552,5,31466,36
3553,6,25104,4
3554,1,37381,33
3555,3,29561,22
3556,7,16131,34
3557,1,41307,6
3558,4,23643,4
3559,6,14000,14
3560,8,13490,2
3561,5,11318,44
3562,3,13493,14
3563,10,27607,32
3564,9,7271,35
3565,4,37326,14
3566,9,11222,45
3567,10,33263,1
3568,3,22724,31
3569,7,13342,26
3570,6,20367,38
3571,7,11427,40
3572,7,30289,14
3573,9,16543,15
3574,8,42001,14
3575,3,25175,19
3576,4,5472,45
3577,8,27456,45
3578,2,13492,27
3579,10,38228,24
3580,7,3916,15
3581,3,13336,23
3582,8,13146,22
3583,8,2756,14
3584,1,16710,30
3585,3,8770,7
3586,4,43781,43
3587,6,41784,25
3588,8,34845,35
3589,7,32300,14
3590,2,19106,32
3591,4,13571,5
3592,5,24205,11
3593,9,6694,33
3594,4,11605,21
3595,10,28902,32
3596,6,2893,29
3597,3,19382,20
3598,6,45195,41
3599,10,140,38
3600,3,18027,1
3601,2,31818,32
3602,5,665,25
3603,8,21491,20
3604,8,2719,28
3605,7,26506,14
3606,5,24880,6
3607,3,35710,20
3608,10,24814,25
3609,6,11938,11
3610,7,24205,6
3611,6,16398,25
3612,3,6595,21
3613,9,23884,16
3614,8,15136,8
3615,4,14183,0
3616,5,17362,0
3617,5,42155,15
3618,3,16886,11
3619,2,14866,31
3620,2,11481,37
3621,2,45161,28
3622,10,21326,3
3623,8,31067,30
3624,8,26131,12
3625,8,7777,28
3626,4,426,26
3627,6,280,9
3628,7,43812,29
3629,4,5508,37
3630,3,8538,25
3631,9,3418,2
3632,5,14606,39
3633,10,27698,17
3634,5,37343,28
3635,1,10993,22
3636,9,42444,44
3637,7,10219,7
3638,9,17045,28
3639,9,4370,26
3640,6,15881,25
3641,6,7697,39
3642,8,44225,22
3643,4,28272,9
3644,9,43372,32
3645,10,27118,2
3646,4,7534,39
3647,9,14644,14
3648,8,3577,45
3649,2,29868,25
3650,3,41824,27
3651,9,18861,34
3652,6,4704,11
3653,4,32262,1
3654,5,35441,27
3655,9,17804,31
3656,3,1634,3
3657,1,7775,33
3658,1,26422,43
3659,7,13423,4
3660,2,43958,31
3661,9,28023,13
3662,7,4676,2
3663,2,10050,17
3664,10,2745,17
3665,2,8860,9
3666,7,5304,32
3667,8,22,2
3668,3,44521,19
3669,7,45337,25
3670,4,35997,22
3671,2,15677,5
3672,1,39363,13
3673,8,13487,40
3674,2,18077,39
3675,3,2372,31
3676,8,21932,37
3677,7,7894,16
3678,2,14032,7
3679,10,2412,26
3680,8,5051,37
3681,1,39773,22
3682,10,31312,43
3683,9,19595,6
3684,8,1568,8
3685,7,14286,28
3686,2,39526,7
3687,7,33933,29
3688,4,6366,42
3689,7,41805,24
3690,10,1567,17
3691,5,45101,4
3692,1,6854,44
3693,5,33247,28
3694,2,31364,34
3695,5,23219,3
3696,7,14962,33
3697,3,30476,31
3698,9,14817,0
3699,6,27368,42
3700,1,23045,19
3701,8,18029,10
3702,3,22445,45
3703,3,2899,12
3704,3,44331,35
3705,9,23229,25
3706,4,32103,1
3707,1,4796,8
3708,9,1750,31
3709,6,28819,6
3710,10,6976,42
3711,7,33451,9
3712,7,20891,43
3713,9,25106,38
3714,5,33705,13
3715,8,42376,32
3716,8,14504,21
3717,1,7027,34
3718,8,37592,37
3719,3,1426,5
3720,9,40502,3
3721,1,30569,4
3722,3,32401,42
3723,3,44737,18
3724,9,33025,33
3725,10,5179,8
3726,2,11022,6
3727,7,28929,27
3728,10,27719,20
3729,6,27537,3
3730,3,20567,23
3731,10,5358,6
3732,8,10787,15
3733,10,5558,35
3734,2,12288,19
3735,4,23617,20
3736,1,43015,17
3737,10,19787,29
3738,10,38547,40
3739,3,44408,5
3740,7,41091,25
3741,5,24944,25
3742,9,10921,11
3743,8,34157,43
3744,10,38522,14
3745,3,26503,12
3746,5,10895,34
3747,9,22114,5
3748,9,36853,34
3749,9,27398,5
3750,4,37996,18
3751,2,42501,2
3752,6,44988,25
3753,5,17998,37
3754,9,9975,0
3755,6,13484,44
3756,6,30966,33
3757,3,25492,2
3758,8,2519,24
3759,5,7286,43
3760,3,20679,26
3761,1,18745,5
3762,4,30585,15
3763,7,11492,33
3764,8,44145,38
3765,1,22425,5
3766,6,19687,8
3767,5,14241,17
3768,9,25109,39
3769,2,8964,14
3770,7,39101,7
3771,9,23843,19
3772,7,27309,36
3773,9,28734,30
3774,6,21832,11
3775,2,30183,3
3776,4,37349,41
3777,8,10739,32
3778,2,24255,17
3779,10,14731,35
3780,1,33442,23
3781,8,24751,17
3782,8,27434,26
3783,10,5027,5
3784,8,8074,12
3785,6,31271,41
3786,4,1295,20
3787,5,38918,11
3788,5,36424,39
3789,2,66,3
3790,3,5698,22
3791,3,38414,13
3792,3,15022,10
3793,8,23491,22
3794,7,30678,31
3795,7,28748,20
3796,2,15577,39
3797,9,42867,4
3798,4,29516,24
3799,1,10170,17
3800,9,231,24
3801,8,1592,36
3802,6,12202,31
3803,1,42811,8
3804,9,16364,21
3805,2,32561,41
3806,8,4135,14
3807,2,26827,38
3808,2,35519,31
3809,2,27780,25
3810,3,2203,43
3811,5,39785,22
3812,2,12789,4
3813,4,7906,44
3814,1,15924,29
3815,10,22192,2
3816,8,54,16
3817,8,12581,17
3818,8,4099,34
3819,10,14003,39
3820,2,18603,3
3821,7,21758,38
3822,8,3684,2
3823,6,18261,43
3824,1,1761,40
3825,6,14082,25
3826,8,17686,7
3827,9,18489,17
3828,7,26093,7
3829,8,9602,9
3830,3,7375,44
3831,6,31250,11
3832,4,35407,3
3833,1,24789,19
3834,9,3830,19
3835,3,43376,15
3836,5,5209,44
3837,9,14666,44
3838,1,4641,41
3839,7,8538,22
3840,6,7347,18
3841,9,4599,26
3842,6,35810,13
3843,2,3101,24
3844,8,21758,4
3845,5,8551,3
3846,5,10224,18
3847,10,17189,13
3848,1,37189,38
3849,3,6293,36
3850,7,33438,45
3851,2,33353,2
3852,8,30228,10
3853,5,3554,16
3854,6,6552,24
3855,5,12195,33
3856,6,3446,14
3857,1,38313,10
3858,8,28559,2
3859,4,42415,39
3860,2,11669,9
3861,2,6288,15
3862,2,25689,4
3863,4,27052,0
3864,2,34208,10
3865,7,3564,28
3866,3,44958,27
3867,3,37297,3
3868,6,13588,3
3869,2,290,28
3870,8,19156,25
3871,1,33491,37
3872,9,15581,19
3873,4,27503,42
3874,4,7894,10
3875,5,9539,5
3876,7,33567,42
3877,1,296,21
3878,1,27689,39
3879,5,43061,18
3880,8,12275,37
3881,3,94,17
3882,10,25148,5
3883,8,6480,10
3884,4,30044,32
3885,10,15701,16
3886,10,34503,35
3887,10,27577,40
3888,2,5240,26
3889,9,1839,21
3890,6,40220,41
3891,3,15379,10
3892,7,8533,21
3893,6,13446,5
3894,6,163,8
3895,7,7890,32
3896,8,6530,21
3897,4,414,5
3898,5,14644,18
3899,5,28055,19
3900,3,39180,9
3901,4,15216,19
3902,3,2584,41
3903,8,45440,41
3904,6,13993,33
3905,7,40051,43
3906,4,32258,30
3907,3,11541,38
3908,5,1120,40
3909,10,36522,39
3910,9,26748,32
3911,7,43929,28
3912,2,3975,34
3913,7,8645,22
3914,5,25200,8
3915,1,131,18
3916,8,23260,24
3917,3,17255,21
3918,2,12982,31
3919,1,13925,7
3920,1,5332,30
3921,2,41459,2
3922,6,23080,34
3923,6,29981,39
3924,7,13982,27
3925,8,32560,38
3926,5,5896,8
3927,9,40880,17
3928,10,33768,26
3929,8,19182,17
3930,8,3471,4
3931,7,1527,28
3932,8,37360,9
3933,5,7104,32
3934,6,31795,9
3935,6,9350,44
3936,8,466,40
3937,10,18816,43
3938,5,2680,33
3939,5,3836,7
3940,1,27528,37
3941,7,22160,18
3942,2,11525,26
3943,2,18808,39
3944,4,44836,10
3945,9,2880,1
3946,1,40184,18
3947,9,3120,3
3948,10,476,9
3949,6,11492,44
3950,3,26438,38
3951,8,32113,3
3952,7,40763,37
3953,2,2052,1
3954,1,18018,9
3955,8,22392,15
3956,2,35633,22
3957,3,3248,37
3958,6,1686,8
3959,8,41815,0
3960,6,8813,18
3961,7,33288,0
3962,8,35722,36
3963,3,22286,2
3964,6,10505,42
3965,10,34899,44
3966,9,44053,3
3967,3,14883,9
3968,4,14029,29
3969,7,775,27
3970,9,3597,39
3971,4,29633,43
3972,7,3384,41
3973,7,4695,2
3974,3,27694,41
3975,1,22202,36
3976,8,33551,33
3977,1,39201,36
3978,7,5171,15
3979,1,24704,19
3980,9,24836,32
3981,5,45119,35
3982,9,44936,24
3983,9,14183,20
3984,5,9974,7
3985,2,5255,7
3986,4,24920,8
3987,6,25198,12
3988,8,33686,21
3989,7,18280,45
3990,7,27525,32
3991,9,2326,7
3992,8,1296,29
3993,9,29163,32
3994,2,2864,2
3995,6,37067,4
3996,6,15018,13
3997,10,35324,8
3998,2,11970,27
3999,9,30475,25
4000,8,24126,1
4001,5,19560,23
4002,2,6876,31
4003,10,7972,2
4004,6,428,42
4005,7,36925,0
4006,5,2285,20
4007,2,24878,41
4008,7,8746,16
4009,7,3830,27
4010,6,38344,1
4011,9,14168,40
4012,7,43132,19
4013,8,1987,39
4014,2,10714,13
4015,10,32199,9
4016,8,4739,33
4017,4,43678,4
4018,6,22896,39
4019,4,8787,32
4020,5,22221,41
4021,6,19913,45
4022,1,13538,0
4023,5,1377,21
4024,5,13688,42
4025,6,13727,28
4026,7,7530,20
4027,3,8077,11
4028,6,13177,11
4029,7,29927,23
4030,3,7338,32
4031,5,21122,45
4032,3,17877,29
4033,7,6343,45
4034,7,28873,15
4035,5,42054,33
4036,7,31030,29
4037,1,43058,19
4038,6,29285,8
4039,5,11886,45
4040,9,35959,43
4041,1,38787,4
4042,8,36425,31
4043,7,3660,11
4044,10,40912,45
4045,9,40187,37
4046,5,35988,20
4047,7,32313,6
4048,5,43046,29
4049,4,19155,34
4050,2,23963,18
4051,1,17174,39
4052,5,19176,9
4053,3,33491,40
4054,2,39899,7
4055,8,22,30
4056,2,9577,6
4057,10,13136,1
4058,6,12216,9
4059,10,10579,19
4060,1,18243,26
4061,9,2226,28
4062,8,34915,38
4063,10,33032,8
4064,4,3413,35
4065,4,14008,34
4066,1,13257,45
4067,4,42855,11
4068,10,11548,38
4069,6,23845,28
4070,4,870,32
4071,3,37625,21
4072,1,25473,33
4073,3,5371,16
4074,4,2255,25
4075,1,18913,23
4076,6,1365,14
4077,7,6217,39
4078,4,5735,7
4079,7,37105,34
4080,6,32408,9
4081,10,1480,2
4082,6,43084,29
4083,1,28210,20
4084,10,29907,45
4085,4,23756,29
4086,7,25353,13
4087,9,26253,16
4088,5,33442,11
4089,8,27204,0
4090,2,28947,11
4091,2,38970,21
4092,3,18815,31
4093,8,4066,1
4094,1,10090,12
4095,7,29187,0
4096,3,44233,41
4097,8,22176,5
4098,2,8858,8
4099,2,45325,38
4100,8,42589,26
4101,9,40893,38
4102,5,10587,30
4103,4,26779,2
4104,10,5912,13
4105,8,6855,21
4106,1,1625,9
4107,1,5215,11
4108,9,4601,23
4109,6,23793,15
4110,5,16993,34
4111,9,13765,3
4112,8,12618,44
4113,5,13508,15
4114,10,42162,39
4115,3,14616,0
4116,5,11016,26
4117,10,31434,45
4118,10,14978,15
4119,2,42714,44
4120,6,11752,29
4121,3,2536,34
4122,2,17290,4
4123,7,18005,16
4124,7,12212,31
4125,2,12352,11
4126,9,8077,40
4127,8,29390,1
4128,3,14115,4
4129,9,22821,10
4130,6,3665,4
4131,3,40200,18
4132,4,42811,25
4133,9,24248,13
4134,10,13982,12
4135,6,30562,19
4136,6,12842,15
4137,5,11932,14
4138,9,42210,3
4139,8,28747,14
4140,3,13591,1
4141,8,31481,43
4142,2,43963,21
4143,9,33705,36
4144,2,44225,30
4145,6,37678,34
4146,3,28228,38
4147,8,5350,10
4148,2,10614,2
4149,7,19400,45
4150,8,41979,5
4151,5,2005,10
4152,10,19335,36
4153,1,33507,8
4154,9,37297,13
4155,1,33935,42
4156,4,4232,16
4157,5,24001,11
4158,3,43219,44
4159,10,4637,10
4160,6,10966,21
4161,3,10566,39
4162,10,19712,25
4163,4,44162,15
4164,4,40543,6
4165,2,35249,29
4166,7,19164,36
4167,1,22302,0
4168,5,7244,2
4169,7,13421,15
4170,9,25012,20
4171,9,17253,25
4172,8,5478,20
4173,10,18911,0
4174,9,28028,40
4175,3,14940,21
4176,2,2104,28
4177,10,763,39
4178,7,34168,22
4179,8,33932,44
4180,9,13068,37
4181,3,7585,6
