author_id,author_name
2303,Edwidge Danticat
2304,Edwin A. Abbott
2305,Edwin M. Curley
2306,Edwin Muir
2307,Edwin Page
2308,Efraim Turban
2309,Efrem Smith
2310,Eiji Nonaka
2311,Eike Schönfeld
2312,Eiki Eiki
2313,Eilat Negev
2314,Eileen Dreyer
2315,Eileen Ellenbogen
2316,Eileen Gunn
2317,Eileen Wilks
2318,Eireann Corrigan
2319,Eirik Sonneland
2320,Eithne Wilkins
2321,El Hagahn
2322,Elaine Barbieri
2323,Elaine Bruner
2324,Elaine Clayton
2325,Elaine Cunningham
2326,Elaine Pagels
2327,Elaine Sciolino
2328,Elaine Showalter
2329,Elaine Steinbeck
2330,Elaine Terranova
2331,Elan Golomb
2332,Elda Minger
2333,Eleanor Clymer
2334,Eleanor Dwight
2335,Eleanor Estes
2336,Eleanor Herman
2337,Eleanor J. Gibson
2338,Eleanor Marx
2339,Eleanor Taylor Bland
2340,Eleanor Zelliot
2341,Elena N. Mahlow
2342,Elena Poniatowska
2343,Eleonora Garcia Larralde
2344,Eleonore Jonas
2345,Eli Geffen
2346,Elie Wiesel
2347,Elinor Dickson
2348,Elinor Dorday
2349,Elinor J. Pinczes
2350,Elinor M. Brent-Dyer
2351,Eliot Asinof
2352,Eliot Ness
2353,Eliot Weinberger
2354,Elisa Adams
2355,Elisa Cerdan
2356,Elisabeth Elliot
2357,Elisabeth Jean Wood
2358,Elisabeth Kübler-Ross
2359,Elisabeth Stopp
2360,Elisabeth Sussman
2361,Elisabeth Waters
2362,Elise Broach
2363,Elise Fried
2364,Elise Juska
2365,Elivia Savadier
2366,Eliza Gaynor Minden
2367,Eliza Minot
2368,Elizabeth     Stewart
2369,Elizabeth  Davis
2370,Elizabeth  George
2371,Elizabeth  Gray
2372,Elizabeth A. Lynn
2373,Elizabeth A. Schultz
2374,Elizabeth Alexander
2375,Elizabeth Ann Scarborough
2376,Elizabeth Berg
2377,Elizabeth Bishop
2378,Elizabeth C. Economy
2379,Elizabeth Castro
2380,Elizabeth Clare Prophet
2381,Elizabeth Dalton
2382,Elizabeth F. Cooke
2383,Elizabeth Gaskell
2384,Elizabeth George
2385,Elizabeth Gilbert
2386,Elizabeth Hall Witherell
2387,Elizabeth Hardwick
2388,Elizabeth Heine
2389,Elizabeth Hillman Waterston
2390,Elizabeth Hoyt
2391,Elizabeth J. Asteraki
2392,Elizabeth Jusino
2393,Elizabeth Knowles
2394,Elizabeth Kostova
2395,Elizabeth L. Fuller
2396,Elizabeth Lowell
2397,Elizabeth M. Butler
2398,Elizabeth Mann
2399,Elizabeth Mayne
2400,Elizabeth McCracken
2401,Elizabeth Moon
2402,Elizabeth Noble
2403,Elizabeth Peters
2404,Elizabeth Plater-Zyberk
2405,Elizabeth Russell Miller
2406,Elizabeth Sayles
2407,Elizabeth Silverthorne
2408,Elizabeth Stevens Girsch
2409,Elizabeth Stewart
2410,Elizabeth Story Donno
2411,Elizabeth Strout
2412,Elizabeth Stuart Phelps
2413,Elizabeth Wagele
2414,Elizabeth Watson Scharffenberger
2415,Elizabeth Wein
2416,Elizabeth Wurtzel
2417,Elizabeth Wyckoff
2418,Elizabeth von Arnim
2419,Ellen Anker
2420,Ellen Archer
2421,Ellen Conroy Kennedy
2422,Ellen Evert Hopman
2423,Ellen Gordon Reeves
2424,Ellen Guon
2425,Ellen H. Bleiler
2426,Ellen Klages
2427,Ellen Kushner
2428,Ellen Marriage
2429,Ellen Meloy
2430,Ellen Raskin
2431,Ellen Weiss
2432,Elliot Aronson
2433,Elliot S. Maggin
2434,Elliott A. Norse
2435,Elliott Currie
2436,Elliott Erwitt
2437,Ellis Weiner
2438,Elmer Kennedy-Andrews
2439,Elmore Leonard
2440,Eloise Wilkin
2441,Elsa Mateo
2442,Elspeth Huxley
2443,Elvi Rhodes
2444,Elvis Costello
2445,Elwood Reid
2446,Elye J. Alexander
2447,Emerson Eggerichs
2448,Emerson Spartz
2449,Emil Brunner
2450,Emil M. Cioran
2451,Emile Martel
2452,Emilie Griffin
2453,Emilie Rose
2454,Emily Agar
2455,Emily Barr
2456,Emily Blake
2457,Emily Brontë
2458,Emily Dickinson
2459,Emily Fiegenshuh
2460,Emily Giffin
2461,Emily Jenkins
2462,Emily Mann
2463,Emily Townsend Vermeule
2464,Emine Sevgi Özdamar
2465,Emma Barker
2466,Emma Bull
2467,Emma Donoghue
2468,Emma Holly
2469,Emma McLaughlin
2470,Emma Merritt
2471,Emma Walton Hamilton
2472,Emmanuel Le Roy Ladurie
2473,Emmanuel Le Roy-Ladurie
2474,Emmanuel Pailler
2475,Emmanuel Rhoides
2476,Emmuska Orczy
2477,Empedocles
2478,Enid Blyton
2479,Enric Tremps
2480,Enrico Marini
2481,Eoin Colfer
2482,Ephraim McLean
2483,Ephraim Sevela
2484,Epictetus
2485,Erasmus
2486,Ergin Altay
2487,Erhan Sunar
2488,Eric     Weiner
2489,Eric  Kim
2490,Eric A. Meyer
2491,Eric B. Martin
2492,Eric Baker
2493,Eric Bentley
2494,Eric Bischoff
2495,Eric Bronson
2496,Eric Brown
2497,Eric Carle
2498,Eric Chaisson
2499,Eric Flint
2500,Eric Frank Russell
2501,Eric H.F. Law
2502,Eric Hansen
2503,Eric Hanson
2504,Eric Hobsbawm
2505,Eric Homberger
2506,Eric Idle
2507,Eric Jensen
2508,Eric John
2509,Eric Klinenberg
2510,Eric Knight
2511,Eric Lindor Fall
2512,Eric McLuhan
2513,Eric Michael Summerer
2514,Eric Mosbacher
2515,Eric Muss-Barnes
2516,Eric P. Kelly
2517,Eric Pascarello
2518,Eric R. Kandel
2519,Eric R. Wolf
2520,Eric Rasmussen
2521,Eric Salem
2522,Eric Schlosser
2523,Eric Searleman
2524,Eric Shanower
2525,Eric Steiger
2526,Eric Sykes
2527,Eric Tyson
2528,Eric Van Lustbader
2529,Eric Wight
2530,Erica Funkhouser
2531,Erica Jankovich
2532,Erica Jong
2533,Erica Orloff
2534,Erich Auerbach
2535,Erich Fromm
2536,Erich Gamma
2537,Erich Maria Remarque
2538,Erik  Larson
2539,Erik Darling
2540,Erik Larson
2541,Erika Tamar
2542,Erin McCarthy
2543,Erin McKean
2544,Erin St. Claire
2545,Erle Stanley Gardner
2546,Ernest Alfred Vizetelly
2547,Ernest Becker
2548,Ernest Drake
2549,Ernest Gellner
2550,Ernest Hemingway
2551,Ernest J. Gaines
2552,Ernest Lawrence Thayer
2553,Ernest Reiss
2554,Ernesto Laclau
2555,Ernesto Mestre-Reed
2556,Ernesto Sabato
2557,Ernle Bradford
2558,Ernst  Fuchs
2559,Ernst E. Jonas
2560,Ernst Kaiser
2561,Errol Flynn
2562,Erroll McDonald
2563,Erving Goffman
2564,Erwin Raphael McManus
2565,Esao Andrews
2566,Esmeralda Santiago
2567,Esteban Maroto
2568,Estelle B. Freedman
2569,Esther Allen
2570,Esther Derby
2571,Esther M. Friesner
2572,Esther Pearl Watson
2573,Esther Perel
2574,Esther Schor
2575,Eteel Lawson
2576,Ethan Van Sciver
2577,Eudora Welty
2578,Eugene Braunwald
2579,Eugene Hudson Long
2580,Eugene J. McCarthy
2581,Eugene Linden
2582,Eugene O'Neill
2583,Eugenio Montale
2584,Eugène Ionesco
2585,Euripides
2586,Eva Brann
2587,Eva-Maria Metcalf
2588,Evan Solomon
2589,Evan Thomas
2590,Evangeline Walton
2591,Evelyn C. White
2592,Evelyn Cisneros
2593,Evelyn Mayerson
2594,Evelyn Rogers
2595,Evelyn Vaughn
2596,Evelyn Waugh
2597,Everyman's Library
2598,Evon Zerbetz
2599,Ewan McGregor
2600,Ezra Pound
2601,Eörs Szathmáry
2602,F. Gwynplaine MacIntyre
2603,F. Max Müller
2604,F. Murray Abraham
2605,F. Paul Wilson
2606,F. Scott Fitzgerald
2607,F.F. Bruce
2608,F.H. Mares
2609,F.N. Robinson
2610,F.P. Long
2611,F.W. Hall
2612,F.X. Toole
2613,FASA Corporation
2614,Fabian Nicieiza
2615,Faith D'Aluisio
2616,Fannie Flagg
2617,Fari Amini
2618,Fatemeh Keshavarz
2619,Fatih Özgüven
2620,Faye Perozich
2621,Faïza Guène
2622,Federico García Lorca
2623,Federico Villegas Silva Lezama
2624,Felicia Dale
2625,Fern Michaels
2626,Ferris Cook
2627,Fibben Hald
2628,Fidelis Morgan
2629,Fiona  Shaw
2630,Fiona McAuslan
2631,Fiona Patton
2632,Fiona Stafford
2633,Fiona Stephen
2634,Fiona Walker
2635,Fitz-James O'Brien
2636,Flann O'Brien
2637,Flannery O'Connor
2638,Fletcher Pratt
2639,Fleur Adcock
2640,Florence Lamborn
2641,Florence Mortimer
2642,Flores Alexander Forbes
2643,Fodor's Travel Publications Inc.
2644,Fontaine Dollas Dubus
2645,Ford Madox Ford
2646,Forrest Gander
2647,Fran Leeper Buss
2648,Fran Warde
2649,Frances Beer
2650,Frances Burney
2651,Frances Butwin
2652,Frances Frenaye
2653,Frances Gies
2654,Frances Goodrich
2655,Frances Hodgson Burnett
2656,Frances J. Roberts
2657,Frances L. Ilg
2658,Frances Liardet
2659,Frances Mayes
2660,Frances McCullough
2661,Frances Morris
2662,Frances Oliver
2663,Frances Stonor Saunders
2664,Francesca Lia Block
2665,Francesca Yorke
2666,Francine Kass
2667,Francine Pascal
2668,Francine Patterson
2669,Francine Prose
2670,Francine Segan
2671,Francine du Plessix Gray
2672,Francis Davis
2673,Francis Golffing
2674,Francis Ledoux
2675,Francis Mason
2676,Francis Mathy
2677,Francis Maynell
2678,Francis Meynell
2679,Francis O'Gorman
2680,Francis Ray
2681,Francis Steegmuller
2682,Francis Stevens
2683,Francis Wheen
2684,Francisco J. González
2685,Francisco Rodriguez de Lecea
2686,Frank  Graham
2687,Frank  Muller
2688,Frank Beddor
2689,Frank Darabont
2690,Frank E. Peretti
2691,Frank Furedi
2692,Frank Gannon
2693,Frank Herbert
2694,Frank J. Moore
2695,Frank Jonker
2696,Frank Justus Miller
2697,Frank Kermode
2698,Frank M. Carrano
2699,Frank MacShane
2700,Frank McConnell
2701,Frank McCourt
2702,Frank Morrison
2703,Frank Moss
2704,Frank N. Magill
2705,Frank Norris
2706,Frank P. Incropera
2707,Frank Portman
2708,Frank Quitely
2709,Frank R. Stockton
2710,Frank Romany
2711,Frank Sheed
2712,Frank Shuffelton
2713,Frank T. Merrill
2714,Frank Teran
2715,Frank Warren
2716,Frank Wedekind
2717,Frank William Jones
2718,Frank Zappa
2719,Frank Zingrone
2720,Frank Zöllner
2721,Frankie Frankeny
2722,Frans Lasson
2723,Frans Thomése
2724,Franz Kafka
2725,François Rabelais
2726,Françoise Adelstain
2727,Frazer Irving
2728,Frazier Irving
2729,Fred Anderson
2730,Fred Burke
2731,Fred Chappel
2732,Fred Chappell
2733,Fred Goodman
2734,Fred Kaplan
2735,Fred Marcellino
2736,Fred Melton
2737,Fred Pearce
2738,Fred Saberhagen
2739,Fred Schwarzbach
2740,Fred Wan
2741,Freda Titford
2742,Freddy Michalski
2743,Frederica Matthewes-Green
2744,Frederick A. Blossom
2745,Frederick Burkhardt
2746,Frederick C. Beiser
2747,Frederick Charles Copleston
2748,Frederick Deluvier
2749,Frederick Douglass
2750,Frederick Exley
2751,Frederick H. Fornoff
2752,Frederick K. Goodwin
2753,Frederick P. Brooks Jr.
2754,Frederick P. Lenz
2755,Frederick R. Karl
2756,Frederick Seitz
2757,Frederik Pohl
2758,Fredric Brown
2759,Fredric Dannen
2760,Fredson Bowers
2761,Freeman Wong
2762,Frieda Hughes
2763,Friedrich A. Hayek
2764,Friedrich Dürrenmatt
2765,Friedrich Engels
2766,Friedrich Nietzsche
2767,Friedrich Reck-Malleczewen
2768,Friedrich Solmsen
2769,Fritha Goodey
2770,Fritjof Capra
2771,Fritz Eichenberg
2772,Fritz Leiber
2773,Fulton J. Sheen
2774,Fuyumi Ono
2775,Fyodor Dostoevsky
2776,Fyodor Dostoyevsky
2777,Félix Guattari
2778,G. Aroul
2779,G. Blakemore Evans
2780,G. Edward White
2781,G. Richard Shell
2782,G. Thomas Tanselle
2783,G. Tubach
2784,G.E. Bentley Jr.
2785,G.E.M. Anscombe
2786,G.K. Chesterton
2787,G.M.A. Grube
2788,G.P. Goold
2789,G.R. Thompson
2790,G.S. Conway
2791,G.W. Bowersock
2792,Gabi Payn
2793,Gabriel Brownstein
2794,Gabriel García Márquez
2795,Gabriel Josipovici
2796,Gabriel Marruzzo
2797,Gabriel Rodríguez
2798,Gabrielle Ann Euvino
2799,Gabrielle Weiss
2800,Gabrielle de Cuir
2801,Gadi Bloom
2802,Gail A. Eisnitz
2803,Gail Carson Levine
2804,Gail Godwin
2805,Gail Grant
2806,Gail Omvedt
2807,Gail Owens
2808,Gaius Julius Caesar
2809,Galadriel Waters
2810,Gale Gand
2811,Galileo Galilei
2812,Galina Krasskova
2813,Galway Kinnell
2814,Ganganatha Jha
2815,Gardner Dozois
2816,Gareth Stedman Jones
2817,Garrett Sutton
2818,Garrick Hagon
2819,Garrison Keillor
2820,Garry Nelson
2821,Garry Wills
2822,Garth Ennis
2823,Garth Nix
2824,Garth Williams
2825,Gary    Myers
2826,Gary A. Braunbeck
2827,Gary Amaro
2828,Gary B. Nash
2829,Gary Blythe
2830,Gary Carey
2831,Gary Chalk
2832,Gary Chapman
2833,Gary Colombo
2834,Gary Dumm
2835,Gary E. Schwartz
2836,Gary Erskine
2837,Gary Friedrich
2838,Gary Fry
2839,Gary Gianni
2840,Gary Handwerk
2841,Gary Hoppenstand
2842,Gary K. Carey
2843,Gary L. Blackwood
2844,Gary L. Hardcastle
2845,Gary Oates
2846,Gary Paulsen
2847,Gary Richard Thompson
2848,Gary Russell
2849,Gary Smalley
2850,Gary Smith
2851,Gary Snyder
2852,Gary W. Eldred
2853,Gary W. Potter
2854,Gary Yukl
2855,Gaston Leroux
2856,Gavin Baddeley
2857,Gavin Menzies
2858,Gay Talese
2859,Gayden Metcalfe
2860,Gayle Lynds
2861,Gelsey Kirkland
2862,Gemma Gallart
2863,Gemma O'Connor
2864,Gemma Rovira
2865,Gemma Rovira Ortega
2866,Gena Showalter
2867,Gene  Stone
2868,Gene A. Brucker
2869,Gene Colan
2870,Gene DeWeese
2871,Gene Kerrigan
2872,Gene Thompson-Grove
2873,Gene Wilder
2874,Gene Wolfe
2875,Geneen Roth
2876,Genevieve Gorman
2877,Geneviève
2878,Geoff Dyer
2879,Geoff Emerick
2880,Geoff Johns
2881,Geoff Klock
2882,Geoff Spear
2883,Geoff Waring
2884,Geoffrey Batchen
2885,Geoffrey Brock
2886,Geoffrey Chaucer
2887,Geoffrey Howard
2888,Geoffrey M. Bellman
2889,Geoffrey McGivern
2890,Geoffrey Miller
2891,Geoffrey S. Kirk
2892,Geoffrey Sainsbury
2893,Geoffrey Wall
2894,Geoffrey Warnock
2895,Georg Bühler
2896,Georg Feuerstein
2897,Georg Wilhelm Friedrich Hegel
2898,George      Young
2899,George  Adamson
2900,George A. Reisch
2901,George Alec Effinger
2902,George Balanchine
2903,George Beahm
2904,George Bernard Shaw
2905,George Breitman
2906,George Clayton Johnson
2907,George Condo
2908,George Crile
2909,George Cruikshank
2910,George D. Economou
2911,George D. Schade
2912,George E. Stanley
2913,George Egerton
2914,George Eliot
2915,George F. Jewsbury
2916,George Ford
2917,George Gamow
2918,George Gesner
2919,George Gibian
2920,George Gladir
2921,George Grant
2922,George H. Scherr
2923,George H. Wood
2924,George Henrik von Wright
2925,George Henry Jennings
2926,George Herbert Palmer
2927,George J. Becker
2928,George J. Firmage
2929,George Lakoff
2930,George Lucas
2931,George M. Towle
2932,George MacDonald
2933,George MacDonald Fraser
2934,George Orwell
2935,George Ovitt Jr.
2936,George Pelecanos
2937,George Plimpton
2938,George Pratt
2939,George Pérez
2940,George R. Stewart
2941,George R.R. Martin
2942,George Rawlinson
2943,George Reavy
2944,George Ritzer
2945,George S. Clason
2946,George Saintsbury
2947,George Saunders
2948,George Seferis
2949,George Selden
2950,George Smoot
2951,George Stade
2952,George Stalk Jr.
2953,George Steiner
2954,George Sullivan
2955,George Thibaut
2956,George Thomson
2957,George Ulrich
2958,George Washington
2959,George Weigel
2960,George Zebrowski
2961,Georges Bataille
2962,Georges Perec
2963,Georges Simenon
2964,Georgette Heyer
2965,Georgia Ann Machemer
2966,Georgie Ripper
2967,Georgina Grey
2968,Georgina Sutton
2969,Gerald A. Michaelson
2970,Gerald Bevan
2971,Gerald Eugene Myers
2972,Gerald J. Erion
2973,Gerald Jay Sussman
2974,Gerald Posner
2975,Gerald Ravenscourt Hayes
2976,Geraldine Brooks
2977,Geraldine McCaughrean
2978,Geraldine Pinch
2979,Gerard  Murphy
2980,Gerard Auzet
2981,Gerard Stembridge
2982,Gerry Bothmer
2983,Gerry Conway
2984,Gertrud Jaron Lewis
2985,Gertrude Chandler Warner
2986,Gertrude Stein
2987,Gertrude the Great
2988,Gia Bathory Al Babel
2989,Giada De Laurentiis
2990,Gilbert Achcar
2991,Gilbert Adair
2992,Gilbert Murray
2993,Gilbert Sale
2994,Gilbert Shelton
2995,Giles Andreae
2996,Giles Foden
2997,Gill Harvey
2998,Gill Tomblin
2999,Gillen D'Arcy Wood
3000,Gilles Deleuze
3001,Gilles Vaugeois
3002,Gillian Avery
3003,Gillian Beer
3004,Gillian McCain
3005,Gina Moxley
3006,Gina Smith
3007,Gionarle del Popolo
3008,Giorgio De Santillana
3009,Giotto di Bondone
3010,Giovanna Borradori
3011,Giovanni Battista Piranesi
3012,Giovanni Pietro Pinamont
3013,Giovanni Pontiero
3014,Giray Fidan
3015,Girolamo Cardano
3016,Girolamo De Michele
3017,Gisela Stege
3018,Gish Jen
3019,Gita May
3020,Giuliana DePandi
3021,Giuliano Hazan
3022,Glaser Linda
3023,Glen C. Strathy
3024,Glen David Gold
3025,Glen Merzer
3026,Glending Olson
3027,Glenn Chadbourne
3028,Glenn Dean
3029,Glenn Fabry
3030,Glenn M. Schwartz
3031,Glenn McCoy
3032,Glenn O'Brien
3033,Glenn R. Morrow
3034,Glenn Stout
3035,Glenn W. Most
3036,Glenn Wolff
3037,Glenn Yeffeth
3038,Gloria Bird
3039,Gloria Goldreich
3040,Gloria Naylor
3041,Glyn Daly
3042,Glyn Davies
3043,Glynne Walley
3044,Gonzague Saint Bris
3045,Good Housekeeping
3046,Goran Parlov
3047,Gordon A. Craig
3048,Gordon Botherston
3049,Gordon Bowker
3050,Gordon Dahlquist
3051,Gordon Hendricks
3052,Gordon Hutner
3053,Gordon Korman
3054,Gordon McMullan
3055,Gordon S. Wood
3056,Gordon Teskey
3057,Gordon W. Allport
3058,Gore Vidal
3059,Gorgias of Leontini
3060,Gotthold Ephraim Lessing
3061,Govind Armstrong
3062,Grace Frick
3063,Grace Paley
3064,Graeme Base
3065,Graham   Watson
3066,Graham Brack
3067,Graham Chapman
3068,Graham Greene
3069,Graham Hancock
3070,Graham Handley
3071,Graham Masterton
3072,Graham McNeill
3073,Graham Rust
3074,Graham Swift
3075,Graham Tulloch
3076,Graham Turner
3077,Grant Blackwood
3078,Grant Morrison
3079,Grant R. Osborne
3080,Grantland Rice
3081,Gray Jolliffe
3082,Graydon Carter
3083,Greg  Taylor
3084,Greg Bear
3085,Greg Behrendt
3086,Greg Call
3087,Greg Child
3088,Greg Costikyan
3089,Greg Cox
3090,Greg Donahue
3091,Greg Henrikson
3092,Greg Iles
3093,Greg Keyes
3094,Greg Lawrence
3095,Greg Martin
3096,Greg Ruggiero
3097,Greg Simpson
3098,Greg Tang
3099,Gregary Racz
3100,Gregg Hurwitz
3101,Gregg Olsen
3102,Gregorio Vlastelica
3103,Gregory Bassham
3104,Gregory Claeys
3105,Gregory H. Hemingway
3106,Gregory Maguire
3107,Gregory Manchess
3108,Gregory Rabassa
3109,Gregory Stephens
3110,Gregory Stevenson
3111,Gretchen Moran Laskas
3112,Gretchen Schields
3113,Gretchen Stull
3114,Grif Stockley
3115,Gris Grimly
3116,Grover Gardner
3117,Guenevera Tunberg
3118,Guido Waldman
3119,Guillermo Solana
3120,Guillermo Suazo Pascual
3121,Gunnvor Stallybrass
3122,Gunther Stuhlmann
3123,Gus Russo
3124,Gus Van Sant
3125,Gustave Doré
3126,Gustave Flaubert
3127,Gustave Le Bon
3128,Guy Abadia
3129,Guy Cardwell
3130,Guy Davenport
3131,Guy Francis
3132,Guy Kawasaki
3133,Guy Ogilvy
3134,Guy Parker-Rees
3135,Guy W. Jones
3136,Gwen Ellery
3137,Gwen Moran
3138,Gwyn Hyman Rubio
3139,Gwynne Forster
3140,Gérard H. Durand
3141,Günter Grass
3142,H. Anna Suh
3143,H. Eugene LeMay Jr.
3144,H. Eugene Stanley
3145,H. Havelock Ellis
3146,H. Jay Riker
3147,H. Lee Shapiro
3148,H. Mack Horton
3149,H. Patricia Wakefield
3150,H. Resit Akcakaya
3151,H. Rider Haggard
3152,H.D.F. Kitto
3153,H.G. Bissinger
3154,H.G. Wells
3155,H.M. Nahmad
3156,H.M. Parshley
3157,H.P. Lovecraft
3158,H.R. Giger
3159,H.R. Millar
3160,H.T. Lowe-Porter
3161,H.T. Willetts
3162,H.W. Brands
3163,Ha Jin
3164,Hablot Knight Browne
3165,Hailey Abbott
3166,Halldór Laxness
3167,Hania Czajkowski
3168,Hanif Kureishi
3169,Hank Wagner
3170,Hannah  Green
3171,Hannah Arendt
3172,Hannah Hurnard
3173,Hanoch Gutfreund
3174,Hanon W. Russell
3175,Hans Blumenberg
3176,Hans Hermann
3177,Hans J. Schütz
3178,Hans Jenssen
3179,Hans Jonas
3180,Hans Magnus Enzensberger
3181,Hans Schumacher
3182,Hans Walter Gabler
3183,Hans-Friedrich Mueller
3184,Hanshan
3185,Harald Wiberg
3186,Hari Kunzru
3187,Harlan Coben
3188,Harlan Ellison
3189,Harlow Giles Unger
3190,Harold Abelson
3191,Harold Beaver
3192,Harold Bloom
3193,Harold C. Livesay
3194,Harold Clurman
3195,Harold Courlander
3196,Harold Coyle
3197,Harold F. Brooks
3198,Harold G. Moore
3199,Harold Jenkins
3200,Harold Mattingly
3201,Harold S. Kushner
3202,Harold Tarrant
3203,Harold William Kuhn
3204,Harper Lee
3205,Harpo Marx
3206,Harriet Ann Jacobs
3207,Harriet Lerner
3208,Harriet Walter
3209,Harrison Cady
3210,Harrison Edward Livingstone
3211,Harrison Hayford
3212,Harry   Bates
3213,Harry Bliss
3214,Harry Crews
3215,Harry Ford
3216,Harry G. Frankfurt
3217,Harry Graham
3218,Harry Hamernik
3219,Harry Harrison
3220,Harry Levin
3221,Harry Pearson
3222,Harry Ritchie
3223,Harry Rowohlt
3224,Harry Turtledove
3225,Harry Zohn
3226,Hartford Courant
3227,Hartmut Schickert
3228,Haruki Murakami
3229,Haruko Taya Cook
3230,Harvey Kidder
3231,Harvey Mansfield
3232,Harvey P. Mandel
3233,Harvey Pekar
3234,Haven Kimmel
3235,Hayao Miyazaki
3236,Hayden Carruth
3237,Hayward Morse
3238,Hazel E. Barnes
3239,Hazel Rowley
3240,Heather  Wood
3241,Heather Cahoon
3242,Heather Graham
3243,Heather Harpham Kopp
3244,Heather Havrilesky
3245,Heather Henson
3246,Heather Jarman
3247,Heather O'Neill
3248,Heather Rose Jones
3249,Heidi Baker
3250,Heidi Betts
3251,Heidi Boyd
3252,Heidi Fleiss
3253,Heidi Hayes Jacobs
3254,Heidi Kilgras
3255,Heidi Murkoff
3256,Heike Schwarzbauer
3257,Helen  Cooper
3258,Helen Craig
3259,Helen Ericson
3260,Helen Fielding
3261,Helen Fisher
3262,Helen Keier
3263,Helen L. Taylor
3264,Helen Lane
3265,Helen Marx
3266,Helen McCarthy
3267,Helen Oxenbury
3268,Helen Sewell
3269,Helen Small
3270,Helen Vendler
3271,Helen Ward
3272,Helena Grice
3273,Helena Ragg-Kirkby
3274,Helene P. Foley
3275,Hemant Mehta
3276,Henepola Gunaratana
3277,Henning Mankell
3278,Henri Blocher
3279,Henri J.M. Nouwen
3280,Henri Mitterand
3281,Henry Austen
3282,Henry B. Wonham
3283,Henry Bettenson
3284,Henry Chadwick
3285,Henry David Thoreau
3286,Henry Fielding
3287,Henry Francis Cary
3288,Henry Gammidge
3289,Henry Gifford
3290,Henry James
3291,Henry Jenkins
3292,Henry Kuttner
3293,Henry Louis Gates Jr.
3294,Henry M. Sayre
3295,Henry Miller
3296,Henry Mintzberg
3297,Henry N. Beard
3298,Henry Nash Smith
3299,Henry Reed
3300,Henry Rosemont Jr.
3301,Henry Rushton Fairclough
3302,Henry Vizetelly
3303,Henry Wadsworth Longfellow
3304,Heraclitus
3305,Herb Johnson
3306,Herb Trimpe
3307,Herbert Asbury
3308,Herbert Butterfield
3309,Herbert J. Hunt
3310,Herbert Marcuse
3311,Herbert R. Lottman
3312,Herbert Read
3313,Herman Melville
3314,Herman Wouk
3315,Hermann Alexander Diels
3316,Hermann Broch
3317,Hermann Hesse
3318,Hermann Oldenberg
3319,Hermione Lee
3320,Hernán Sabaté Vargas
3321,Herodotus
3322,Hershel Parker
3323,Hertha Von Dechend
3324,Hervie Haufler
3325,Hervé Guibert
3326,Hesiod
3327,Hesketh Pearson
3328,Heywood Broun
3329,Hiawyn Oram
3330,Hidenori Hara
3331,Hideyuki Kikuchi
3332,Hilaire Belloc
3333,Hilary Barta
3334,Hilary H. Milton
3335,Hilary Hemingway
3336,Hilary Knight
3337,Hilary Putnam
3338,Hilda Rosner
3339,Hildegarde Hoyt Swift
3340,Hillary Rodham Clinton
3341,Hillel Halkin
3342,Hinako Takanaga
3343,Hippocrates George Apostle
3344,Hirohiko Araki
3345,Hiroki Endo
3346,Hiromu Arakawa
3347,Hiroshi Aida
3348,Hiroshi Takahashi
3349,Hiroyuki Morioka
3350,Hitori Nakano
3351,Hoa Loranger
3352,Hob
3353,Holly Black
3354,Holly Keller
3355,Holly Meade
3356,Holly Phillips
3357,Holter Graham
3358,Homer
3359,Homer Hickam
3360,Honoré de Balzac
3361,Hope S. Warshaw
3362,Horace
3363,Horace  Silver
3364,Horace Walpole
3365,Horacio Elena
3366,Hotaru Odagiri
3367,Howard  Kaplan
3368,Howard A. Klausner
3369,Howard Blum
3370,Howard Brodie
3371,Howard C. Cutler
3372,Howard Chaykin
3373,Howard E. Covington Jr.
3374,Howard Eiland
3375,Howard F. Lyman
3376,Howard Hibbett
3377,Howard Korder
3378,Howard Massey
3379,Howard Mittelmark
3380,Howard Nemerov
3381,Howard Porter
3382,Howard Read
3383,Howard Roughan
3384,Howard Stern
3385,Howard Vincent Hong
3386,Howard W. Stone
3387,Howard Waldrop
3388,Howard Zinn
3389,Howell D. Chickering
3390,Hubert L. Dreyfus
3391,Hugh    Miller
3392,Hugh  Thomson
3393,Hugh Bicheno
3394,Hugh Bredin
3395,Hugh Dickson
3396,Hugh Fraser
3397,Hugh Grant
3398,Hugh Haughton
3399,Hugh Honour
3400,Hugh Kenner
3401,Hugh Laurie
3402,Hugh McLean
3403,Hugh Tredennick
3404,Hugh Trevor-Roper
3405,Hugo Hamilton
3406,Humberto Ramos
3407,Humphrey Carpenter
3408,Humphrey Palmer
3409,Hunter Davies
3410,Hunter S. Thompson
3411,Huntington Cairns
3412,Huston Smith
3413,Huw Richards
3414,Hyginus
3415,Hélène Cixous
3416,Hélène Greven-Borde
3417,I. William Zartman
3418,Iacopo Bruno
3419,Iain Banks
3420,Iain Crichton Smith
3421,Iain Levison
3422,Iain M. Banks
3423,Iain McLaughlin
3424,Iain Pears
3425,Iain Sinclair
3426,Iakov Damsky
3427,Ian          Hamilton
3428,Ian        Martin
3429,Ian  Miller
3430,Ian Beck
3431,Ian Buruma
3432,Ian C. Storey
3433,Ian Caldwell
3434,Ian Christie
3435,Ian Edginton
3436,Ian Fleming
3437,Ian Fullwood
3438,Ian Glasper
3439,Ian Hemphill
3440,Ian Higgins
3441,Ian Holm
